epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
260,66618.6,0.87621,0.7112,0.01474,0.73483,0.55671,0.59274,0.4535,1.08072,0.81848,0.02376,0.00164784,0.000549281,0.00164784,0.000549281,0.00164784,0.000549281,0.00164784,0.000549281
261,66872.3,0.87415,0.70726,0.01462,0.72504,0.55786,0.59235,0.45371,1.08083,0.8213,0.02377,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
262,67127.1,0.86422,0.70365,0.01448,0.73256,0.55613,0.59233,0.45364,1.08171,0.82395,0.02377,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
263,67374.7,0.86992,0.70138,0.01469,0.73492,0.55776,0.5927,0.45354,1.08091,0.82,0.02378,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
264,67626.2,0.86585,0.69963,0.01445,0.73692,0.55737,0.5929,0.45369,1.08233,0.81872,0.02382,0.00140082,0.000466941,0.00140082,0.000466941,0.00140082,0.000466941,0.00140082,0.000466941
265,67883.4,0.869,0.70594,0.01457,0.73451,0.55689,0.59291,0.45378,1.08342,0.81739,0.02387,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
266,68133.6,0.86604,0.7026,0.01449,0.74032,0.55585,0.59304,0.45371,1.08379,0.81875,0.02387,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777
267,68393.3,0.85939,0.68852,0.01446,0.73246,0.55731,0.59242,0.45336,1.08514,0.81778,0.02391,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
268,68657.4,0.85633,0.68607,0.01438,0.73409,0.55693,0.59909,0.46092,1.08527,0.81694,0.02392,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
269,68926.6,0.85765,0.68785,0.0143,0.7363,0.55869,0.59956,0.46143,1.08521,0.81698,0.0239,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
270,69192.9,0.86056,0.69096,0.01449,0.74112,0.55807,0.5983,0.46085,1.08603,0.81744,0.02393,0.00107564,0.000358546,0.00107564,0.000358546,0.00107564,0.000358546,0.00107564,0.000358546
271,69462.5,0.855,0.69101,0.01437,0.73829,0.55788,0.59833,0.46096,1.08657,0.81838,0.02393,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
272,69721.3,0.85919,0.68825,0.01443,0.73547,0.55737,0.59593,0.45887,1.08717,0.81798,0.02394,0.000979531,0.00032651,0.000979531,0.00032651,0.000979531,0.00032651,0.000979531,0.00032651
273,69972.9,0.85698,0.68452,0.01428,0.73358,0.55774,0.59455,0.45768,1.08586,0.8197,0.02387,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
274,70224.6,0.8568,0.6852,0.01433,0.73346,0.55733,0.5942,0.45767,1.08555,0.82076,0.02386,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
275,279.26,0.86034,0.69214,0.01448,0.73428,0.55594,0.59455,0.45821,1.08661,0.81534,0.02391,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
276,534.979,0.86887,0.6936,0.01452,0.73501,0.55652,0.5949,0.45814,1.0866,0.81496,0.02388,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667
277,802.432,0.85498,0.67895,0.01442,0.73526,0.5582,0.5948,0.45835,1.08679,0.81439,0.0239,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
278,1088.55,0.85909,0.69207,0.01434,0.73272,0.55806,0.59407,0.45782,1.08772,0.81392,0.02393,0.000728656,0.000242885,0.000728656,0.000242885,0.000728656,0.000242885,0.000728656,0.000242885
279,1381.32,0.85363,0.69073,0.0143,0.73199,0.55919,0.59454,0.45772,1.08861,0.81365,0.02397,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
280,1648.88,0.85382,0.68113,0.01433,0.72523,0.56013,0.59474,0.45761,1.08858,0.81535,0.02396,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
281,1912.2,0.71744,0.26886,0.01425,0.72539,0.56293,0.58833,0.44978,1.09014,0.81652,0.024,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
282,2168.13,0.71109,0.25671,0.014,0.68662,0.57964,0.59447,0.4567,1.08985,0.81896,0.024,0.000592973,0.000197658,0.000592973,0.000197658,0.000592973,0.000197658,0.000592973,0.000197658
283,2430.95,0.70406,0.25455,0.01383,0.73367,0.54399,0.5776,0.44054,1.08902,0.82143,0.02398,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
284,2691.32,0.69807,0.25057,0.01371,0.63616,0.58677,0.58706,0.44914,1.08986,0.81957,0.02401,0.000534695,0.000178232,0.000534695,0.000178232,0.000534695,0.000178232,0.000534695,0.000178232
285,2951.37,0.70044,0.25068,0.01374,0.73244,0.54439,0.58741,0.44874,1.0885,0.8257,0.02397,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
286,3212.04,0.69815,0.24826,0.01362,0.70056,0.57398,0.5877,0.44905,1.08841,0.82458,0.02397,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
287,3473.11,0.69174,0.2484,0.01352,0.70552,0.57272,0.58811,0.44954,1.08726,0.82703,0.02394,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102
288,3736.23,0.69402,0.24606,0.01351,0.70869,0.57225,0.58768,0.44921,1.08683,0.8297,0.02394,0.000437395,0.000145798,0.000437395,0.000145798,0.000437395,0.000145798,0.000437395,0.000145798
289,3997.09,0.69064,0.24581,0.01357,0.70664,0.57268,0.5868,0.44852,1.08709,0.8314,0.02393,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
290,4262.28,0.69088,0.24323,0.01347,0.70702,0.57282,0.58667,0.44839,1.08804,0.83228,0.02397,0.000398414,0.000132805,0.000398414,0.000132805,0.000398414,0.000132805,0.000398414,0.000132805
291,4523.58,0.68964,0.24197,0.01345,0.7067,0.57326,0.58704,0.44864,1.08939,0.82986,0.02402,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
292,4784.02,0.69112,0.24436,0.0135,0.7104,0.57168,0.58654,0.44882,1.08983,0.83047,0.02402,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968
293,5058.94,0.69008,0.24264,0.0134,0.71104,0.56976,0.58668,0.4492,1.08918,0.83283,0.02398,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736
294,5341.96,0.68698,0.24165,0.01333,0.71084,0.56875,0.59307,0.45645,1.08881,0.83668,0.02398,0.00033988,0.000113293,0.00033988,0.000113293,0.00033988,0.000113293,0.00033988,0.000113293
295,5616.51,0.68485,0.23714,0.01335,0.70173,0.56758,0.59174,0.45562,1.08891,0.83768,0.02399,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
296,5899.28,0.6833,0.24112,0.01325,0.71232,0.56909,0.5924,0.45638,1.09039,0.83592,0.02402,0.000320351,0.000106784,0.000320351,0.000106784,0.000320351,0.000106784,0.000320351,0.000106784
297,6174.39,0.68232,0.23836,0.01329,0.71163,0.56961,0.59324,0.45675,1.09098,0.83715,0.02406,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342
298,6433.57,0.68742,0.24095,0.0133,0.71109,0.56937,0.59288,0.45629,1.09102,0.83674,0.02406,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443
299,6694.61,0.67971,0.23953,0.01318,0.71205,0.56865,0.59217,0.45611,1.09141,0.83805,0.02408,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086
300,6961.39,0.68437,0.23699,0.01326,0.71265,0.56772,0.59215,0.45617,1.09061,0.83989,0.02407,0.000300814,0.000100271,0.000300814,0.000100271,0.000300814,0.000100271,0.000300814,0.000100271
